User_ID_Anon,Timestamp,Step_Order,Channel,Conversion_Flag
02399baf,2025-02-11 21:49:17,3,Search Ads,1
02760cb9,2025-02-10 05:21:02,1,Direct Traffic,1
02760cb9,2025-02-10 13:01:00,2,Social Media,1
02760cb9,2025-02-10 15:25:43,3,Display Ads,1
02760cb9,2025-02-11 01:39:06,4,Referral,0
02760cb9,2025-02-11 09:39:34,5,Display Ads,0
02760cb9,2025-02-11 17:05:37,6,Display Ads,1
02760cb9,2025-02-11 22:44:52,7,Search Ads,0
02881f47,2025-02-11 03:55:13,1,Display Ads,1
02881f47,2025-02-11 07:43:48,2,Direct Traffic,1
02ba72fa,2025-02-10 00:27:06,1,Email,1
02ba72fa,2025-02-10 17:15:27,2,Referral,0
02ba72fa,2025-02-11 12:59:06,3,Direct Traffic,0
02cee262,2025-02-10 01:06:02,1,Direct Traffic,1
02cee262,2025-02-11 09:40:32,2,Social Media,1
02cee262,2025-02-11 19:09:15,3,Email,1
02cee262,2025-02-11 19:33:25,4,Search Ads,0
02cfc99d,2025-02-10 07:58:51,1,Email,0
02cfc99d,2025-02-10 09:42:08,2,Display Ads,0
02cfc99d,2025-02-10 16:18:25,3,Email,0
02cfc99d,2025-02-10 19:13:24,4,Email,0
02cfc99d,2025-02-10 23:56:14,5,Display Ads,0
02cfc99d,2025-02-11 15:01:04,6,Referral,1
02d03566,2025-02-10 02:18:13,1,Search Ads,0
02d03566,2025-02-10 09:34:09,2,Social Media,0
02d03566,2025-02-10 20:17:40,3,Search Ads,1
02d03566,2025-02-11 16:09:14,4,Search Ads,1
02ecc71c,2025-02-10 03:27:02,1,Search Ads,0
02ecc71c,2025-02-10 05:59:07,2,Referral,1
02ecc71c,2025-02-11 01:46:57,3,Referral,1
02ecc71c,2025-02-11 09:27:22,4,Direct Traffic,0
0326a662,2025-02-10 08:09:43,1,Referral,1
0326a662,2025-02-10 12:47:08,2,Display Ads,1
0326a662,2025-02-10 15:17:45,3,Search Ads,1
0326a662,2025-02-11 02:46:13,4,Search Ads,0
0326a662,2025-02-11 04:45:06,5,Referral,0
0326a662,2025-02-11 22:31:29,6,Display Ads,0
03355ff4,2025-02-10 16:30:09,1,Email,1
03355ff4,2025-02-10 18:55:18,2,Search Ads,0
03560c77,2025-02-10 02:11:41,1,Email,0
03560c77,2025-02-10 06:44:43,2,Referral,1
03560c77,2025-02-11 03:29:39,3,Display Ads,1
03560c77,2025-02-11 16:34:23,4,Referral,0
03560c77,2025-02-11 19:19:20,5,Social Media,1
037411ca,2025-02-10 06:41:35,1,Display Ads,1
037411ca,2025-02-10 12:48:53,2,Referral,1
037411ca,2025-02-10 22:13:39,3,Referral,0
037411ca,2025-02-11 06:14:42,4,Direct Traffic,1
037411ca,2025-02-11 15:15:50,5,Direct Traffic,0
037c6f48,2025-02-10 01:53:32,1,Direct Traffic,1
037c6f48,2025-02-10 07:02:44,2,Social Media,0
037c6f48,2025-02-11 00:02:38,3,Display Ads,1
037c6f48,2025-02-11 13:34:12,4,Referral,1
037c6f48,2025-02-11 23:25:58,5,Search Ads,0
03a06668,2025-02-10 12:21:19,1,Direct Traffic,1
03a06668,2025-02-10 17:48:18,2,Social Media,0
03a06668,2025-02-11 09:19:46,3,Email,0
03b6f15d,2025-02-10 14:33:01,1,Direct Traffic,1
03bcafff,2025-02-10 11:02:32,1,Search Ads,0
03bcafff,2025-02-10 20:13:25,2,Social Media,1
03bcafff,2025-02-10 22:00:34,3,Display Ads,0
03bcafff,2025-02-10 22:53:26,4,Referral,1
03bcafff,2025-02-11 18:54:05,5,Email,1
03c67b66,2025-02-10 07:28:11,1,Direct Traffic,0
03c67b66,2025-02-10 08:40:21,2,Email,0
03c67b66,2025-02-10 09:15:04,3,Social Media,1
03c67b66,2025-02-11 10:52:04,4,Email,1
03c67b66,2025-02-11 10:56:11,5,Display Ads,1
03d43a14,2025-02-11 11:14:47,1,Search Ads,0
03d43a14,2025-02-11 11:53:28,2,Social Media,1
03d43a14,2025-02-11 14:22:47,3,Email,0
03d9aeca,2025-02-11 19:44:36,1,Search Ads,0
03f4fd49,2025-02-10 13:28:00,1,Email,1
03f4fd49,2025-02-10 14:54:51,2,Social Media,0
03f4fd49,2025-02-10 18:59:36,3,Social Media,1
03f4fd49,2025-02-10 19:52:08,4,Social Media,1
03f4fd49,2025-02-11 00:20:03,5,Search Ads,1
03f4fd49,2025-02-11 04:52:27,6,Social Media,0
03f4fd49,2025-02-11 22:28:39,7,Direct Traffic,0
040375cb,2025-02-10 19:33:47,1,Referral,0
04093028,2025-02-10 09:55:24,1,Display Ads,0
04093028,2025-02-10 17:51:11,2,Email,0
04093028,2025-02-10 18:27:43,3,Display Ads,1
04093028,2025-02-10 20:29:28,4,Display Ads,1
04093028,2025-02-11 11:31:49,5,Email,0
04093028,2025-02-11 13:10:08,6,Search Ads,1
04245f72,2025-02-10 05:08:01,1,Email,1
04245f72,2025-02-10 10:08:21,2,Direct Traffic,1
04245f72,2025-02-10 10:34:15,3,Direct Traffic,0
04245f72,2025-02-10 11:21:39,4,Social Media,1
04245f72,2025-02-10 11:30:29,5,Referral,0
04245f72,2025-02-11 05:15:12,6,Direct Traffic,1
04245f72,2025-02-11 07:36:18,7,Search Ads,1
04245f72,2025-02-11 16:14:27,8,Email,0
04249efa,2025-02-10 09:18:27,1,Direct Traffic,0
04249efa,2025-02-10 10:34:14,2,Social Media,1
04249efa,2025-02-10 14:46:13,3,Referral,1
04249efa,2025-02-10 22:16:18,4,Email,1
04249efa,2025-02-10 23:25:20,5,Direct Traffic,1
04249efa,2025-02-11 09:41:45,6,Direct Traffic,1
04249efa,2025-02-11 18:27:07,7,Referral,1
04249efa,2025-02-11 23:37:53,8,Referral,0
0476373f,2025-02-10 02:12:43,1,Display Ads,1
0476373f,2025-02-11 15:10:43,2,Search Ads,1
0476373f,2025-02-11 15:57:32,3,Direct Traffic,0
049014e3,2025-02-10 03:31:08,1,Display Ads,1
049014e3,2025-02-10 04:32:59,2,Email,1
049014e3,2025-02-11 10:42:19,3,Direct Traffic,1
049014e3,2025-02-11 11:59:22,4,Direct Traffic,1
049014e3,2025-02-11 18:17:07,5,Social Media,0
04acdc60,2025-02-10 13:17:04,1,Referral,0
04acdc60,2025-02-11 11:05:24,2,Search Ads,0
04acdc60,2025-02-11 15:59:39,3,Referral,0
04bb7630,2025-02-11 01:57:33,1,Search Ads,0
04bb7630,2025-02-11 04:44:27,2,Direct Traffic,0
04c2dd22,2025-02-10 02:47:45,1,Referral,0
04c2dd22,2025-02-10 23:01:20,2,Direct Traffic,0
04c2dd22,2025-02-11 06:19:42,3,Email,1
04c2dd22,2025-02-11 17:43:53,4,Referral,0
04c2dd22,2025-02-11 22:43:20,5,Social Media,0
04de517b,2025-02-11 00:31:10,1,Direct Traffic,1
04de517b,2025-02-11 12:19:58,2,Direct Traffic,0
04e3d4c2,2025-02-10 01:44:13,1,Display Ads,1
04e3d4c2,2025-02-10 05:26:05,2,Direct Traffic,1
04e3d4c2,2025-02-10 06:37:27,3,Display Ads,0
04fed99e,2025-02-10 02:39:08,1,Search Ads,0
04fed99e,2025-02-10 05:37:09,2,Referral,0
04fed99e,2025-02-10 07:26:31,3,Display Ads,0
04fed99e,2025-02-11 07:12:26,4,Search Ads,1
04fed99e,2025-02-11 23:14:56,5,Search Ads,1
055dc154,2025-02-10 02:31:05,1,Social Media,1
055dc154,2025-02-10 16:51:40,2,Social Media,1
055dc154,2025-02-11 03:35:16,3,Social Media,0
055dc154,2025-02-11 23:46:26,4,Direct Traffic,0
059ae8c1,2025-02-10 06:05:09,1,Search Ads,0
059ae8c1,2025-02-11 02:47:01,2,Email,0
059ae8c1,2025-02-11 13:19:35,3,Social Media,0
05a26013,2025-02-10 07:23:54,1,Display Ads,1
05a26013,2025-02-11 03:34:22,2,Search Ads,0
05a26013,2025-02-11 05:18:52,3,Email,1
05a26013,2025-02-11 06:33:50,4,Email,1
05a26013,2025-02-11 12:46:41,5,Social Media,0
05a26013,2025-02-11 22:45:58,6,Social Media,0
05adf578,2025-02-10 16:43:08,1,Referral,0
05adf578,2025-02-11 23:53:37,2,Referral,1
05ca9844,2025-02-10 03:27:38,1,Direct Traffic,1
05ca9844,2025-02-11 08:53:59,2,Display Ads,1
05f5819a,2025-02-10 00:02:02,1,Display Ads,0
05f5819a,2025-02-10 10:42:34,2,Social Media,0
05f5819a,2025-02-10 20:31:06,3,Display Ads,0
05f5819a,2025-02-11 12:27:26,4,Display Ads,0
05f5819a,2025-02-11 17:35:19,5,Direct Traffic,0
05fcfbf0,2025-02-11 06:33:53,1,Display Ads,0
05fcfbf0,2025-02-11 23:31:46,2,Email,0
062d782c,2025-02-10 21:14:27,1,Social Media,1
062d782c,2025-02-11 09:33:16,2,Email,0
062d782c,2025-02-11 10:54:58,3,Referral,0
063c65bf,2025-02-10 09:25:17,1,Search Ads,0
063c65bf,2025-02-10 12:45:56,2,Email,1
063c65bf,2025-02-11 00:32:53,3,Direct Traffic,0
063c65bf,2025-02-11 05:58:18,4,Display Ads,1
063c65bf,2025-02-11 07:42:45,5,Email,0
063c65bf,2025-02-11 23:16:31,6,Direct Traffic,1
06443636,2025-02-10 08:56:45,1,Social Media,0
06443636,2025-02-11 01:25:00,2,Email,0
066f9204,2025-02-10 02:05:43,1,Social Media,0
066f9204,2025-02-10 20:15:46,2,Display Ads,0
066f9204,2025-02-11 03:19:25,3,Display Ads,1
066f9204,2025-02-11 04:53:26,4,Display Ads,1
067d3560,2025-02-10 00:13:50,1,Social Media,0
067d3560,2025-02-10 23:24:37,2,Direct Traffic,0
069020b4,2025-02-10 23:34:48,1,Email,1
069020b4,2025-02-10 23:52:02,2,Email,1
069020b4,2025-02-11 11:16:29,3,Display Ads,1
069020b4,2025-02-11 20:25:47,4,Search Ads,0
069020b4,2025-02-11 23:16:19,5,Direct Traffic,0
06ae32c0,2025-02-10 13:28:51,1,Email,0
06ae32c0,2025-02-11 01:59:07,2,Email,0
06ae32c0,2025-02-11 11:06:21,3,Search Ads,0
06bca350,2025-02-10 16:17:38,1,Social Media,0
06bca350,2025-02-10 16:25:38,2,Referral,0
06c4767f,2025-02-10 20:17:25,1,Display Ads,1
06c4767f,2025-02-11 01:00:07,2,Search Ads,0
06c4767f,2025-02-11 04:30:58,3,Search Ads,0
06c4767f,2025-02-11 05:52:42,4,Referral,0
06c4767f,2025-02-11 18:13:20,5,Social Media,0
06ca6dde,2025-02-10 09:40:05,1,Referral,0
06ca6dde,2025-02-10 13:41:36,2,Display Ads,1
06ca6dde,2025-02-10 21:03:35,3,Email,1
06ca6dde,2025-02-11 09:47:32,4,Social Media,1
06ca6dde,2025-02-11 10:50:13,5,Referral,1
06ca6dde,2025-02-11 19:12:05,6,Search Ads,0
072ef659,2025-02-10 16:10:41,1,Social Media,1
072ef659,2025-02-10 21:24:23,2,Referral,1
072ef659,2025-02-11 10:12:38,3,Display Ads,1
074d6756,2025-02-10 19:51:45,1,Email,0
074d6756,2025-02-11 02:54:00,2,Email,1
074d6756,2025-02-11 09:32:32,3,Search Ads,0
0761ef5c,2025-02-10 02:42:27,1,Direct Traffic,0
0761ef5c,2025-02-10 05:28:00,2,Display Ads,1
0761ef5c,2025-02-10 08:02:30,3,Email,1
0761ef5c,2025-02-10 09:18:18,4,Display Ads,0
0761ef5c,2025-02-10 11:06:00,5,Direct Traffic,1
0761ef5c,2025-02-10 11:11:10,6,Email,1
0761ef5c,2025-02-11 02:34:12,7,Display Ads,0
0761ef5c,2025-02-11 11:24:18,8,Display Ads,0
0763ce17,2025-02-10 00:02:00,1,Search Ads,1
0763ce17,2025-02-10 14:36:59,2,Referral,0
0763ce17,2025-02-10 15:42:33,3,Referral,0
0763ce17,2025-02-10 23:29:40,4,Email,1
0767c86d,2025-02-10 02:19:05,1,Direct Traffic,0
0767c86d,2025-02-10 21:16:27,2,Referral,1
07a51a81,2025-02-10 15:43:53,1,Search Ads,0
07a51a81,2025-02-11 22:57:55,2,Email,0
07bfc904,2025-02-10 04:37:57,1,Referral,0
07d92fd0,2025-02-10 03:43:05,1,Search Ads,0
07d92fd0,2025-02-10 07:01:45,2,Referral,0
07e98358,2025-02-10 01:10:36,1,Search Ads,0
07e98358,2025-02-10 13:30:18,2,Referral,0
07e98358,2025-02-11 20:09:08,3,Direct Traffic,0
07ee311e,2025-02-10 06:08:58,1,Direct Traffic,1
07ee311e,2025-02-10 09:38:31,2,Direct Traffic,1
07ee311e,2025-02-11 02:29:13,3,Search Ads,0
07ee311e,2025-02-11 04:42:53,4,Referral,1
07ee311e,2025-02-11 05:07:38,5,Direct Traffic,1
07ee311e,2025-02-11 06:36:18,6,Direct Traffic,1
07ee311e,2025-02-11 17:07:25,7,Display Ads,1
07f08186,2025-02-11 08:34:53,1,Search Ads,1
07f08186,2025-02-11 12:38:37,2,Social Media,1
07f08186,2025-02-11 15:11:18,3,Display Ads,0
07f08186,2025-02-11 16:41:26,4,Direct Traffic,0
07f08186,2025-02-11 19:27:37,5,Social Media,1
080146c9,2025-02-10 20:31:31,1,Social Media,1
080146c9,2025-02-11 03:16:13,2,Search Ads,0
080146c9,2025-02-11 21:55:33,3,Email,1
081316f3,2025-02-10 01:13:42,1,Social Media,1
081316f3,2025-02-10 08:49:02,2,Email,1
081316f3,2025-02-11 03:06:15,3,Direct Traffic,1
081316f3,2025-02-11 03:13:05,4,Direct Traffic,0
081316f3,2025-02-11 06:28:36,5,Search Ads,0
081316f3,2025-02-11 22:17:59,6,Referral,0
08584386,2025-02-11 03:35:42,1,Email,0
08584386,2025-02-11 07:00:14,2,Social Media,1
08584386,2025-02-11 14:13:44,3,Display Ads,1
0859106d,2025-02-10 04:47:32,1,Referral,1
0859106d,2025-02-10 09:09:19,2,Search Ads,1
0859106d,2025-02-11 03:06:24,3,Referral,1
087aae11,2025-02-11 04:50:17,1,Email,1
087aae11,2025-02-11 07:33:47,2,Display Ads,1
08932cca,2025-02-11 20:06:55,1,Direct Traffic,0
0895703f,2025-02-10 10:03:52,1,Direct Traffic,1
0895703f,2025-02-10 15:45:10,2,Social Media,0
0895703f,2025-02-10 21:21:20,3,Email,0
0895703f,2025-02-11 16:27:18,4,Email,0
0895703f,2025-02-11 23:54:27,5,Social Media,0
08aae9cd,2025-02-10 05:14:43,1,Social Media,1
08aae9cd,2025-02-10 22:43:55,2,Social Media,0
08aae9cd,2025-02-11 11:54:57,3,Search Ads,0
08aae9cd,2025-02-11 13:35:16,4,Search Ads,0
08b0885a,2025-02-10 17:47:26,1,Display Ads,1
08fa31e1,2025-02-10 12:06:32,1,Direct Traffic,0
08fa31e1,2025-02-10 22:00:10,2,Social Media,1
08fa31e1,2025-02-11 21:21:33,3,Referral,0
090046e2,2025-02-11 09:32:11,1,Referral,0
090046e2,2025-02-11 13:25:55,2,Display Ads,0
090046e2,2025-02-11 16:13:25,3,Social Media,0
090046e2,2025-02-11 16:32:57,4,Direct Traffic,0
090046e2,2025-02-11 20:01:58,5,Referral,0
090b5194,2025-02-10 11:43:01,1,Email,1
090b5194,2025-02-10 12:56:33,2,Direct Traffic,0
090b5194,2025-02-10 15:34:18,3,Display Ads,0
0913d8ca,2025-02-11 00:44:06,1,Referral,1
0913d8ca,2025-02-11 12:36:39,2,Email,1
0944125c,2025-02-10 09:14:13,1,Direct Traffic,1
0944125c,2025-02-10 12:35:59,2,Email,1
0944125c,2025-02-11 21:12:18,3,Direct Traffic,1
09811335,2025-02-10 20:10:18,1,Email,0
09811335,2025-02-11 00:29:34,2,Referral,1
09811335,2025-02-11 05:59:14,3,Search Ads,0
09811335,2025-02-11 20:29:42,4,Email,0
09811335,2025-02-11 21:30:38,5,Direct Traffic,1
099aedd4,2025-02-10 00:05:32,1,Referral,1
099aedd4,2025-02-10 00:41:34,2,Referral,1
099aedd4,2025-02-10 02:14:52,3,Social Media,0
099aedd4,2025-02-11 11:15:24,4,Referral,0
099aedd4,2025-02-11 14:27:18,5,Display Ads,0
09d548fa,2025-02-11 18:20:10,1,Direct Traffic,1
09ee9701,2025-02-10 12:13:23,1,Referral,0
09ee9701,2025-02-11 13:01:22,2,Social Media,1
09fc47fd,2025-02-10 18:47:04,1,Search Ads,0
09fc47fd,2025-02-11 08:13:33,2,Referral,0
09fc47fd,2025-02-11 09:50:57,3,Referral,1
09fc47fd,2025-02-11 18:01:53,4,Direct Traffic,0
09fc47fd,2025-02-11 19:32:05,5,Search Ads,0
0a029a84,2025-02-10 00:51:24,1,Referral,0
0a029a84,2025-02-11 01:23:11,2,Email,1
0a029a84,2025-02-11 12:59:03,3,Display Ads,1
0a029a84,2025-02-11 21:54:02,4,Referral,1
0a07d898,2025-02-10 18:44:09,1,Social Media,0
0a07d898,2025-02-11 02:25:25,2,Search Ads,1
0a07d898,2025-02-11 10:13:19,3,Direct Traffic,1
0a07d898,2025-02-11 17:32:10,4,Social Media,1
0a18b604,2025-02-10 04:45:19,1,Direct Traffic,0
0a18b604,2025-02-10 22:39:58,2,Referral,1
0a18b604,2025-02-11 00:52:13,3,Email,1
0a18b604,2025-02-11 01:35:07,4,Display Ads,0
0a18b604,2025-02-11 10:03:41,5,Email,1
0a18b604,2025-02-11 12:13:00,6,Referral,0
0a2f4a76,2025-02-10 00:50:46,1,Referral,0
0a2f4a76,2025-02-10 07:41:20,2,Search Ads,0
0a2f4a76,2025-02-10 23:59:09,3,Social Media,1
0a36502c,2025-02-10 11:51:36,1,Display Ads,1
0a36502c,2025-02-11 01:22:01,2,Display Ads,1
0a36502c,2025-02-11 07:54:57,3,Direct Traffic,0
0a5ddf6b,2025-02-10 02:43:02,1,Social Media,1
0a5ddf6b,2025-02-10 04:21:19,2,Social Media,1
0a5ddf6b,2025-02-10 11:17:01,3,Direct Traffic,1
0a5ddf6b,2025-02-10 23:55:27,4,Search Ads,0
0a5ddf6b,2025-02-11 02:30:21,5,Referral,0
0a5ddf6b,2025-02-11 06:23:56,6,Email,1
0a5ec29a,2025-02-10 07:45:15,1,Direct Traffic,1
0a5ec29a,2025-02-10 18:25:11,2,Direct Traffic,1
0a5ec29a,2025-02-10 21:05:26,3,Search Ads,0
0a5ec29a,2025-02-11 10:49:51,4,Social Media,0
0a5ec29a,2025-02-11 18:34:45,5,Referral,1
0a5ec29a,2025-02-11 19:53:45,6,Search Ads,0
0a5ec29a,2025-02-11 20:36:50,7,Email,1
0a68b1fc,2025-02-10 15:46:24,1,Email,0
0a68b1fc,2025-02-10 21:30:12,2,Search Ads,0
0a68b1fc,2025-02-11 15:27:28,3,Email,1
0a68b1fc,2025-02-11 22:47:36,4,Search Ads,1
0a68b1fc,2025-02-11 23:21:19,5,Direct Traffic,0
0a68b1fc,2025-02-11 23:55:02,6,Referral,1
0a7dfac0,2025-02-10 04:42:38,1,Social Media,0
0a7dfac0,2025-02-11 15:55:02,2,Referral,1
0aae7124,2025-02-10 06:19:47,1,Social Media,0
0aae7124,2025-02-10 23:23:26,2,Email,0
0aae7124,2025-02-11 18:57:55,3,Search Ads,0
0ace194d,2025-02-10 11:01:25,1,Referral,0
0ace194d,2025-02-10 21:20:41,2,Email,1
0ace194d,2025-02-11 11:39:18,3,Search Ads,0
0ace194d,2025-02-11 23:57:44,4,Social Media,0
0acfd107,2025-02-10 11:51:52,1,Display Ads,1
0acfd107,2025-02-10 21:40:05,2,Search Ads,0
0acfd107,2025-02-10 22:10:29,3,Email,1
0acfd107,2025-02-11 06:56:27,4,Email,1
0acfd107,2025-02-11 08:32:08,5,Search Ads,0
0acfd107,2025-02-11 14:16:35,6,Social Media,0
0acfd107,2025-02-11 15:49:33,7,Email,0
0acfd107,2025-02-11 17:32:55,8,Search Ads,1
0acfd107,2025-02-11 20:55:53,9,Direct Traffic,0
0ad59f12,2025-02-10 00:53:57,1,Display Ads,0
0ad59f12,2025-02-10 22:10:12,2,Display Ads,0
0ad59f12,2025-02-10 22:38:41,3,Direct Traffic,1
0ad59f12,2025-02-11 00:53:58,4,Display Ads,0
0ad59f12,2025-02-11 07:47:20,5,Social Media,1
0ad59f12,2025-02-11 12:28:31,6,Search Ads,1
0ad59f12,2025-02-11 19:04:11,7,Social Media,1
0b002f88,2025-02-10 21:13:39,1,Social Media,1
0b002f88,2025-02-11 13:16:28,2,Display Ads,1
0b02a803,2025-02-11 03:10:59,1,Referral,0
0b02a803,2025-02-11 23:45:23,2,Social Media,0
0b100d5c,2025-02-10 06:30:25,1,Display Ads,0
0b18c9c1,2025-02-10 15:26:44,1,Direct Traffic,0
0b18c9c1,2025-02-10 22:50:47,2,Direct Traffic,0
0b18c9c1,2025-02-11 03:13:51,3,Search Ads,0
0b18c9c1,2025-02-11 23:17:03,4,Referral,0
0b22403f,2025-02-11 05:11:42,1,Referral,1
0b22403f,2025-02-11 06:03:03,2,Email,0
0b34d885,2025-02-10 05:30:15,1,Search Ads,1
0b34d885,2025-02-11 05:56:26,2,Direct Traffic,1
0b582e61,2025-02-10 01:04:27,1,Search Ads,0
0b582e61,2025-02-10 04:09:10,2,Search Ads,1
0b582e61,2025-02-10 06:07:57,3,Direct Traffic,0
0b582e61,2025-02-10 18:57:22,4,Email,1
0b582e61,2025-02-10 21:05:00,5,Direct Traffic,1
0b582e61,2025-02-11 16:18:11,6,Search Ads,0
0b5d27f1,2025-02-10 02:44:33,1,Display Ads,0
0b5d27f1,2025-02-10 07:32:10,2,Display Ads,1
0b5d27f1,2025-02-10 08:29:23,3,Social Media,1
0b5d27f1,2025-02-11 06:33:51,4,Email,0
0b5d27f1,2025-02-11 07:02:16,5,Search Ads,1
0b5d27f1,2025-02-11 14:16:04,6,Direct Traffic,0
0b9c04b1,2025-02-10 04:23:51,1,Direct Traffic,1
0b9c04b1,2025-02-10 22:26:36,2,Referral,1
0b9c04b1,2025-02-11 17:26:28,3,Email,0
0bc03b11,2025-02-10 09:46:22,1,Email,0
0bc03b11,2025-02-11 19:48:05,2,Social Media,1
0bc03b11,2025-02-11 19:50:58,3,Direct Traffic,1
0bd972a6,2025-02-10 03:09:26,1,Direct Traffic,1
0bd972a6,2025-02-10 14:55:38,2,Email,1
0bd972a6,2025-02-10 19:04:03,3,Display Ads,1
0bd972a6,2025-02-10 20:10:56,4,Display Ads,1
0bd972a6,2025-02-11 16:40:11,5,Email,0
0bf475c2,2025-02-10 07:48:39,1,Social Media,0
0bfcb427,2025-02-10 00:41:22,1,Search Ads,0
0bfcb427,2025-02-11 11:22:08,2,Referral,1
0bfcb427,2025-02-11 11:39:52,3,Direct Traffic,1
0c06e030,2025-02-10 03:32:13,1,Search Ads,0
0c06e030,2025-02-10 04:32:08,2,Display Ads,0
0c06e030,2025-02-10 21:16:55,3,Social Media,1
0c14a3d3,2025-02-11 13:30:11,1,Referral,0
0c14a3d3,2025-02-11 22:32:04,2,Search Ads,1
0c26e806,2025-02-11 16:08:11,1,Email,1
0c26e806,2025-02-11 19:15:54,2,Email,0
0c2e8251,2025-02-11 05:59:35,1,Direct Traffic,0
0c2e8251,2025-02-11 15:55:08,2,Referral,1
0c54cadb,2025-02-10 04:52:21,1,Direct Traffic,0
0c54cadb,2025-02-10 06:34:39,2,Social Media,1
0c54cadb,2025-02-10 18:49:03,3,Display Ads,1
0c54cadb,2025-02-11 05:58:07,4,Email,0
0c54cadb,2025-02-11 19:28:36,5,Search Ads,0
0c657897,2025-02-11 03:38:44,1,Referral,0
0c87264d,2025-02-11 19:53:18,1,Social Media,0
0cb4d6d0,2025-02-11 22:53:37,1,Referral,0
0ccef06f,2025-02-10 11:53:28,1,Email,0
0ccef06f,2025-02-10 13:39:23,2,Direct Traffic,0
